,pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
842,N5,Ic Engines And Parts,Na,Iraq,78.0,6.921626,Machinery and parts,10,539.886828,2018
843,I2,Inorganic Chemicals,Kgs,Iraq,4835246.0,0.750745,Chemicals,7,3630036.758,2018
844,L3,Iron And Steel,Ton,Iraq,8524.0,5.865856,Metals,2,50000.55654,2020
845,L7,Lead And Products Made Of Led,Ton,Iraq,16.0,0.039814999999999996,Metals,2,0.63704,2014
846,G1,Leather Garments,Kgs,Iraq,11.0,0.0009429999999999999,Leather Products,1,0.010373,2015
847,F9,Leather Goods,Na,Iraq,670127.0,0.099136,Leather Products,1,66433.71027,2017
848,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Iraq,5195.0,13.365079999999999,Fabric Materials,14,69431.5906,2013
849,O5,Motor Vehicle/Cars,Nos,Iraq,3125.0,7.870705,Machinery and parts,10,24595.95313,2018
850,I3,Organic Chemicals,Kgs,Iraq,690085.0,0.887423,Chemicals,7,612397.301,2020
851,M2,Oth Non Ferous Metal And Prodc,Kgs,Iraq,363607.0,0.8966379999999999,Metals,2,326023.8533,2017
852,I4,Other Miscellaenious Chemicals,Kgs,Iraq,22178.0,0.112356,Chemicals,7,2491.831368,2016
853,L2,Other Plastic Items,Na,Iraq,9531.0,1.099367,Plastic Products,8,10478.06688,2018
854,I9,Othr Rubber Prodct Excpt Footw,Na,Iraq,33233.0,2.2516529999999997,Rubber Products,5,74829.18415,2014
855,K7,Packaging Materials,Ton,Iraq,1948.0,3.153848,Plastic Products,8,6143.695904,2018
856,S6,Petroleum Products,Ton,Iraq,315022.0,133.058604,Petroleum Products,13,41916387.55,2012
857,K9,"Plastc Sht, Film, Plts Etc",Kgs,Iraq,132800.0,0.276665,Plastic Products,8,36741.112,2016
858,K8,Plastic Raw Materials,Ton,Iraq,1779.0,1.433842,Plastic Products,8,2550.804918,2019
859,B8,Plastic Toys,Ton,Iraq,21.0,0.051193,Plastic Products,8,1.075053,2017
860,L4,Products Of Iron And Steel,Na,Iraq,4999.0,7.131363,Metals,2,35649.68364,2018
861,O3,Pumps Of All Types,Na,Iraq,1519.0,6.636105000000001,Machinery and parts,10,10080.2435,2018
862,Q7,Rmg Silk,Na,Iraq,7328.0,0.67953,Fabric Materials,14,4979.59584,2012
863,Q9,Rmg Wool,Na,Iraq,6169.0,0.096451,Fabric Materials,14,595.006219,2015
864,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Iraq,811.0,0.03483,Fabric Materials,14,28.24713,2013
865,H9,Agro Chemicals,Kgs,Italy,4822144.0,27.859565999999997,Fertilizers,3,134342839,2014
866,L5,"Aluminium, Products Of Aluminm",Ton,Italy,88165.0,161.75516299999998,Metals,2,14261143.95,2014
867,I8,Auto Tyres And Tubes,Nos,Italy,410562.0,48.856308,Rubber Products,5,20058543.53,2015
868,H4,Ayush And Herbal Products,Kgs,Italy,1964124.0,16.139969,Cosmetics,6,31700900.47,2017
869,H5,"Bulk Drugs, Drug Intermediates",Kgs,Italy,4283017.0,81.422386,Chemicals,7,348733463.4,2014
870,S2,Carpet(Excl. Silk) Handmade,Sqm,Italy,2805006.0,25.364879000000002,Handicrafts,12,71148637.78,2018
871,L6,Copper And Prdcts Made Of Copr,Ton,Italy,828.0,7.008862,Metals,2,5803.337736,2014
872,S4,Cotton Raw Incld. Waste,Ton,Italy,3730.0,4.476823,Fabric Materials,14,16698.54979,2017
873,P7,Cotton Yarn,Ton,Italy,12908.0,54.145039000000004,Fabric Materials,14,698904.1634,2012
874,H8,"Drug Formulations, Biologicals",Kgs,Italy,879403.0,20.428104,Chemicals,7,17964535.94,2019
875,H6,Dye Intermediates,Kgs,Italy,87412.0,0.5321899999999999,Dyes,7,46519.79228,2016
876,H7,Dyes,Kgs,Italy,18013457.0,90.212436,Dyes,7,1625037837,2013
877,M4,Electrodes,Kgs,Italy,64160.0,0.667514,Accumulators and Batteries,9,42827.69824,2018
878,I6,Plastic bags,Kgs,Italy,2276.0,0.15262699999999998,Plastic Materials,8,347.379052,2015
879,H2,Fertilizers Crude,Ton,Italy,96.0,0.131873,Fertilizers,3,12.659808,2012
880,H3,Fertilizers Manufactured,Ton,Italy,96.0,0.021041,Fertilizers,3,2.019936,2015
881,F8,Finished Leather,Kgs,Italy,7512711.0,111.718305,Leather Products,1,839307338.9,2013
882,R8,Floor Cvrng Of Jute,Sqm,Italy,59277.0,0.556075,Handicrafts,12,32962.45778,2018
883,K5,"Human Hair, Products Thereo",Kgs,Italy,33961.0,9.067993,Cosmetics,6,307958.1103,2015
884,I2,Inorganic Chemicals,Kgs,Italy,17329237.0,11.602742999999998,Chemicals,7,201066683.3,2017
885,L3,Iron And Steel,Ton,Italy,1283057.0,765.12393,Metals,2,981697614.3,2015
886,E8,Iron Ore,Ton,Italy,108900.0,10.482057000000001,Metals,2,1141496.007,2018
887,R6,Jute Yarn,Ton,Italy,35.0,0.057714,Fabric Materials,14,2.01999,2020
888,L7,Lead And Products Made Of Led,Ton,Italy,4.0,0.006094,Metals,2,0.024376,2015
889,G3,Leather Footwear Component,Kgs,Italy,516869.0,11.411928999999999,Leather Products,1,5898472.33,2012
890,G1,Leather Garments,Kgs,Italy,601572.0,50.653023,Leather Products,1,30471440.35,2015
891,P6,Manmade Staple Fibre,Kgs,Italy,13472732.0,16.5849,Fabric Materials,14,223443912.9,2020
892,O5,Motor Vehicle/Cars,Nos,Italy,37518.0,358.65166800000003,Machinery and parts,10,13455893.28,2017
893,E5,Natural Rubber,Ton,Italy,496.0,0.704649,Rubber Products,5,349.505904,2017
894,L8,"Nickel, Product Made Of Nickel",Ton,Italy,58.0,0.795421,Metals,2,46.134418,2013
895,I3,Organic Chemicals,Kgs,Italy,26321406.0,76.614255,Chemicals,7,2016594911,2020
896,M2,Oth Non Ferous Metal And Prodc,Kgs,Italy,825928.0,8.380695,Metals,2,6921850.66,2014
897,I4,Other Miscellaenious Chemicals,Kgs,Italy,3737337.0,12.602382,Chemicals,7,47099348.54,2018
898,K7,Packaging Materials,Ton,Italy,6012.0,11.774098,Plastic Products,8,70785.87718,2019
899,S6,Petroleum Products,Ton,Italy,129805.0,66.21749399999999,Petroleum Products,13,8595361.809,2012
900,K9,"Plastc Sht, Film, Plts Etc",Kgs,Italy,21725340.0,36.975778000000005,Plastic Products,8,803311348.8,2016
901,K8,Plastic Raw Materials,Ton,Italy,156188.0,165.289966,Plastic Products,8,25816309.21,2020
902,S3,Silk Carpet,Sqm,Italy,105.0,0.012703,Fabric Materials,14,1.333815,2013
903,R4,Silk Waste,Kgs,Italy,43778.0,0.43681000000000003,Fabric Materials,14,19122.66818,2014
904,G7,Silver,Kgs,Italy,994.0,0.19793,Metals,2,196.74242,2014
905,Q4,"Wool, Raw",Kgs,Italy,18366.0,0.05639299999999999,Fabric Materials,14,1035.713838,2019
906,M1,Zinc And Products Made Of Zinc,Ton,Italy,1331.0,3.740929,Metals,2,4979.176499,2016
907,N1,"Aircraft, Spacecraft And Parts",Na,Japan,3818.0,6.771063000000001,Machinery and Parts,10,25851.91853,2015
908,M5,Accumulators And Batteries,Na,Japan,3722.0,1.804861,Accumulators and Batteries,10,6717.692642,2016
909,H9,Agro Chemicals,Kgs,Japan,3085690.0,104.93265,Fertilizers,3,323789628.8,2016
910,O4,"Aircraft, Spacecraft And Parts",Na,Japan,3085690.0,10.197206,Machinery and Parts,10,31465416.58,2020
911,L5,"Aluminium, Products Of Aluminm",Ton,Japan,38490.0,68.266357,Metals,2,2627572.081,2015
912,N7,"Atm, Injctng Mlding Mchnry Etc",Na,Japan,38490.0,12.212973,Machinery and Parts,10,470077.3308,2018
913,M3,Auto Components/Parts,Na,Japan,38490.0,116.25379199999999,Machinery and Parts,10,4474608.454,2020
914,I8,Auto Tyres And Tubes,Nos,Japan,71598.0,7.462632000000001,Rubber Products,5,534309.5259,2018
915,H4,Ayush And Herbal Products,Kgs,Japan,1511474.0,11.183139,Cosmetics,6,16903023.84,2018
916,N2,Bicycle And Parts,Na,Japan,1511474.0,2.6267720000000003,Machinery and Parts,10,3970297.582,2016
917,H5,"Bulk Drugs, Drug Intermediates",Kgs,Japan,1812302.0,115.759244,Chemicals,7,209790709.4,2017
918,S2,Carpet(Excl. Silk) Handmade,Sqm,Japan,1804744.0,14.602192,Handicrafts,12,26353218.4,2016
919,O9,"Computer Hardware, Peripherals",Na,Japan,43862.0,4.29493,Machinery and Parts,10,188384.2197,2014
920,P1,Consumer Electronics,Na,Japan,4828.0,1.4577309999999999,Electronic Components,11,7037.925268,2017
921,L6,Copper And Prdcts Made Of Copr,Ton,Japan,1266.0,5.945099,Metals,2,7526.495334,2017
922,P8,"Cotton Fabrics, Madeups Etc.",Na,Japan,21233.0,47.102815,Fabric Materials,14,1000134.071,2016
923,S4,Cotton Raw Incld. Waste,Ton,Japan,1750.0,4.195663,Fabric Materials,14,7342.41025,2013
924,P7,Cotton Yarn,Ton,Japan,8006.0,41.287195000000004,Fabric Materials,14,330545.2832,2016
925,N3,"Cranes, Lifts And Winches",Na,Japan,8006.0,2.267375,Machinery and parts,10,18152.60425,2020
926,H8,"Drug Formulations, Biologicals",Kgs,Japan,361444.0,39.114470000000004,Chemicals,7,14137690.49,2016
927,H6,Dye Intermediates,Kgs,Japan,1085438.0,7.051766000000001,Dyes,7,7654254.784,2017
928,H7,Dyes,Kgs,Japan,10023972.0,56.177744999999994,Dyes,7,563124142.9,2018
929,N4,Refrigerator,Na,Japan,10023972.0,137.99496200000002,Electronic Components,11,1383257635,2020
930,M4,Electrodes,Kgs,Japan,254.0,0.001516,Accumulators and Batteries,9,0.385064,2020
931,P2,Microwave ,Na,Japan,7563.0,45.738614,Electronic Components,11,345921.1377,2019
932,P3,Washing Machine,Na,Japan,3226.0,36.355303,Electronic Components,11,117282.2075,2017
933,I6,Plastic tubes,Kgs,Japan,3895.0,0.330009,Plastic Materials,8,1285.385055,2019
934,H2,Fertilizers Crude,Ton,Japan,125.0,0.046624,Fertilizers,3,5.828,2018
935,H3,Fertilizers Manufactured,Ton,Japan,212.0,0.074325,Fertilizers,3,15.7569,2020
936,F8,Finished Leather,Kgs,Japan,205466.0,5.8874949999999995,Leather Products,1,1209680.048,2017
937,R8,Floor Cvrng Of Jute,Sqm,Japan,8723.0,0.091677,Handicrafts,12,799.698471,2014
938,S1,Handcrfs(Excl.Handmade Crpts),Na,Japan,6222.0,22.49416,Handicrafts,12,139958.6635,2016
939,K5,"Human Hair, Products Thereo",Kgs,Japan,67.0,0.015340000000000001,Cosmetics,6,1.02778,2017
940,N5,Ic Engines And Parts,Na,Japan,347.0,32.923255,Machinery and parts,10,11424.36949,2013
941,I2,Inorganic Chemicals,Kgs,Japan,13629193.0,14.47804,Chemicals,7,197324001.4,2019
942,L3,Iron And Steel,Ton,Japan,166631.0,155.615005,Metals,2,25930283.9,2012
943,E8,Iron Ore,Ton,Japan,468513.0,23.055931,Metals,2,10802003.4,2016
944,R6,Jute Yarn,Ton,Japan,95.0,0.14093,Fabric Materials,14,13.38835,2015
945,R5,"Jute, Raw",Ton,Japan,22.0,0.011584,Fabric Materials,14,0.254848,2015
946,L7,Lead And Products Made Of Led,Ton,Japan,1406.0,2.902607,Metals,2,4081.065442,2020
947,G3,Leather Footwear Component,Kgs,Japan,234354.0,4.427137,Leather Products,1,1037517.264,2012
948,G1,Leather Garments,Kgs,Japan,34858.0,3.120341,Leather Products,1,108768.8466,2018
949,P6,Manmade Staple Fibre,Kgs,Japan,209499.0,0.20190999999999998,Fabric Materials,14,42299.94309,2014
950,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Japan,1736.0,34.754668,Fabric Materials,14,60334.10365,2013
951,O5,Motor Vehicle/Cars,Nos,Japan,3886.0,35.843242,Machinery and parts,10,139286.8384,2014
952,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Japan,3886.0,0.757749,Fabric Materials,14,2944.612614,2016
953,L8,"Nickel, Product Made Of Nickel",Ton,Japan,345.0,3.142198,Metals,2,1084.05831,2018
954,I3,Organic Chemicals,Kgs,Japan,25091222.0,154.087077,Chemicals,7,3866233056,2020
955,M2,Oth Non Ferous Metal And Prodc,Kgs,Japan,410587.0,4.085521,Metals,2,1677461.811,2012
956,I4,Other Miscellaenious Chemicals,Kgs,Japan,3228410.0,22.363582,Chemicals,7,72198811.76,2015
957,L2,Other Plastic Items,Na,Japan,13066.0,1.0196370000000001,Plastic Products,8,13322.57704,2014
958,K7,Packaging Materials,Ton,Japan,917.0,4.205369,Plastic Products,8,3856.323373,2013
959,S6,Petroleum Products,Ton,Japan,1327117.0,564.083405,Petroleum Products,13,748604676.2,2017
960,K9,"Plastc Sht, Film, Plts Etc",Kgs,Japan,627744.0,3.300324,Plastic Products,8,2071758.589,2016
961,K8,Plastic Raw Materials,Ton,Japan,6968.0,14.566413,Plastic Products,8,101498.7658,2016
962,L4,Products Of Iron And Steel,Na,Japan,2173.0,46.629288,Metals,2,101325.4428,2012
963,O3,Pumps Of All Types,Na,Japan,1798.0,7.403735,Machinery and parts,10,13311.91553,2013
964,O6,"Railwy Trnsprt Equipmnts, Prts",Na,Japan,1000.0,0.528831,Machinery and parts,10,528.831,2018
965,Q7,Rmg Silk,Na,Japan,7824.0,1.9990709999999998,Fabric Materials,14,15640.7315,2015
966,Q9,Rmg Wool,Na,Japan,8347.0,5.572026999999999,Fabric Materials,14,46509.70937,2018
967,S3,Silk Carpet,Sqm,Japan,20.0,0.002367,Fabric Materials,14,0.04734,2016
968,R4,Silk Waste,Kgs,Japan,13702.0,0.142004,Fabric Materials,14,1945.738808,2013
969,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Japan,364.0,18.753249,Fabric Materials,14,6826.182636,2016
970,M1,Zinc And Products Made Of Zinc,Ton,Japan,2639.0,6.811294999999999,Metals,2,17975.00751,2016
971,M3,Auto Components/Parts,Na,Malaysia,2639.0,28.852483000000003,Machinery and Parts,10,76141.70264,2015
972,I8,Auto Tyres And Tubes,Nos,Malaysia,66267.0,6.8262979999999995,Rubber Products,5,452358.2896,2013
973,H4,Ayush And Herbal Products,Kgs,Malaysia,1704926.0,8.466080999999999,Cosmetics,6,14434041.62,2013
974,N2,Bicycle And Parts,Na,Malaysia,1704926.0,0.233848,Machinery and Parts,10,398693.5352,2013
975,H5,"Bulk Drugs, Drug Intermediates",Kgs,Malaysia,3052089.0,16.013659,Chemicals,7,48875112.48,2019
976,S2,Carpet(Excl. Silk) Handmade,Sqm,Malaysia,340233.0,5.220505,Handicrafts,12,1776188.078,2018
977,O9,"Computer Hardware, Peripherals",Na,Malaysia,47027.0,17.879538,Machinery and Parts,10,840821.0335,2019
978,P1,Consumer Electronics,Na,Malaysia,3386.0,2.498253,Electronic Components,11,8459.084658,2018
979,L6,Copper And Prdcts Made Of Copr,Ton,Malaysia,57800.0,285.02527000000003,Metals,2,16474460.61,2016
980,P8,"Cotton Fabrics, Madeups Etc.",Na,Malaysia,19807.0,19.037154,Fabric Materials,14,377068.9093,2012
981,S4,Cotton Raw Incld. Waste,Ton,Malaysia,7790.0,12.783464,Fabric Materials,14,99583.18456,2019
982,P7,Cotton Yarn,Ton,Malaysia,6989.0,20.583679999999998,Fabric Materials,14,143859.3395,2017
983,N3,"Cranes, Lifts And Winches",Na,Malaysia,6989.0,17.967114000000002,Machinery and parts,10,125572.1597,2013
984,H8,"Drug Formulations, Biologicals",Kgs,Malaysia,1062580.0,34.069998,Chemicals,7,36202098.47,2020
985,H6,Dye Intermediates,Kgs,Malaysia,27140.0,0.030513,Dyes,7,828.12282,2019
986,H7,Dyes,Kgs,Malaysia,2608364.0,13.716242000000001,Dyes,7,35776951.85,2020
987,N4,Refrigerator,Na,Malaysia,2608364.0,98.563138,Electronic Components,11,257088540.9,2012
988,M4,Electrodes,Kgs,Malaysia,150223.0,0.66884,Accumulators and Batteries,9,100475.1513,2015
989,P2,Microwave ,Na,Malaysia,6873.0,24.130166,Electronic Components,11,165846.6309,2015
990,P3,Washing Machine,Na,Malaysia,4473.0,37.08983,Electronic Components,11,165902.8096,2019
991,I6,Plastic bags,Kgs,Malaysia,166566.0,0.831706,Plastic Materials,8,138533.9416,2014
992,H2,Fertilizers Crude,Ton,Malaysia,187.0,0.149755,Fertilizers,3,28.004185,2018
993,H3,Fertilizers Manufactured,Ton,Malaysia,76490.0,17.628038,Fertilizers,3,1348368.627,2019
994,F8,Finished Leather,Kgs,Malaysia,1954585.0,29.787895000000002,Leather Products,1,58222972.75,2014
995,R8,Floor Cvrng Of Jute,Sqm,Malaysia,12232.0,0.12261400000000001,Handicrafts,12,1499.814448,2017
996,J1,Footwear Of Rubber/Canvas Etc.,Na,Malaysia,12232.0,0.561127,Rubber Products,5,6863.705464,2012
997,S1,Handcrfs(Excl.Handmade Crpts),Na,Malaysia,2757.0,13.886270999999999,Handicrafts,12,38284.44915,2017
998,K5,"Human Hair, Products Thereo",Kgs,Malaysia,364.0,0.001352,Cosmetics,6,0.492128,2020
999,N5,Ic Engines And Parts,Na,Malaysia,229.0,21.296548,Machinery and parts,10,4876.909492,2014
1000,I2,Inorganic Chemicals,Kgs,Malaysia,51599420.0,13.912648,Chemicals,7,717884567.5,2017
1001,L3,Iron And Steel,Ton,Malaysia,608184.0,282.116225,Metals,2,171578574.2,2019
1002,R6,Jute Yarn,Ton,Malaysia,75.0,0.098594,Fabric Materials,14,7.39455,2018
1003,R5,"Jute, Raw",Ton,Malaysia,1.0,0.000686,Fabric Materials,14,0.000686,2015
1004,L7,Lead And Products Made Of Led,Ton,Malaysia,1271.0,2.79561,Metals,2,3553.22031,2018
1005,G3,Leather Footwear Component,Kgs,Malaysia,246897.0,4.446062,Leather Products,1,1097719.37,2015
1006,G1,Leather Garments,Kgs,Malaysia,41163.0,4.592314,Leather Products,1,189033.4212,2020
1007,P6,Manmade Staple Fibre,Kgs,Malaysia,380743.0,0.198164,Fabric Materials,14,75449.55585,2015
1008,Q3,"Manmade Yarn,Fabrics,Madeups",Na,Malaysia,1680.0,51.29785,Fabric Materials,14,86180.388,2012
1009,O5,Motor Vehicle/Cars,Nos,Malaysia,86.0,0.91185,Machinery and parts,10,78.4191,2013
1010,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Malaysia,86.0,1.6443009999999998,Fabric Materials,14,141.409886,2020
1011,E5,Natural Rubber,Ton,Malaysia,6599.0,12.601109,Rubber Products,5,83154.71829,2014
1012,L8,"Nickel, Product Made Of Nickel",Ton,Malaysia,1349.0,7.698457,Metals,2,10385.21849,2019
1013,I3,Organic Chemicals,Kgs,Malaysia,273192193.0,243.59487400000003,Chemicals,7,66548217832,2020
1014,M2,Oth Non Ferous Metal And Prodc,Kgs,Malaysia,1523878.0,4.796943,Metals,2,7309955.905,2014
1015,I4,Other Miscellaenious Chemicals,Kgs,Malaysia,9608553.0,5.851436,Chemicals,7,56223832.93,2020
1016,L2,Other Plastic Items,Na,Malaysia,37875.0,2.6802599999999996,Plastic Products,8,101514.8475,2013
1017,K7,Packaging Materials,Ton,Malaysia,661.0,1.855734,Plastic Products,8,1226.640174,2014
1018,S6,Petroleum Products,Ton,Malaysia,2110972.0,901.209579,Petroleum Products,13,1902428187,2012
1019,K9,"Plastc Sht, Film, Plts Etc",Kgs,Malaysia,2853230.0,9.399358,Plastic Products,8,26818530.23,2020
1020,K8,Plastic Raw Materials,Ton,Malaysia,7137.0,13.806613,Plastic Products,8,98537.79698,2014
1021,L4,Products Of Iron And Steel,Na,Malaysia,2903.0,58.519788,Metals,2,169882.9446,2015
1022,O3,Pumps Of All Types,Na,Malaysia,4088.0,35.79639,Machinery and parts,10,146335.6423,2018
1023,O6,"Railwy Trnsprt Equipmnts, Prts",Na,Malaysia,1296.0,2.284321,Machinery and parts,10,2960.480016,2013
1024,Q7,Rmg Silk,Na,Malaysia,1073.0,0.9621780000000001,Fabric Materials,14,1032.416994,2018
1025,Q9,Rmg Wool,Na,Malaysia,3883.0,2.419537,Fabric Materials,14,9395.062171,2014
1026,G7,Silver,Kgs,Malaysia,309.0,0.083175,Metals,2,25.701075,2015
1027,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Malaysia,684.0,1.6977349999999998,Fabric Materials,14,1161.25074,2014
1028,M1,Zinc And Products Made Of Zinc,Ton,Malaysia,52038.0,143.574728,Metals,2,7471341.696,2012
1029,L5,"Aluminium, Products Of Aluminm",Ton,Myanmar,523.0,1.775983,Metals,2,928.839109,2018
1030,N7,"Atm, Injctng Mlding Mchnry Etc",Na,Myanmar,523.0,1.0697809999999999,Machinery and Parts,10,559.495463,2019
1031,M3,Auto Components/Parts,Na,Myanmar,523.0,7.975739,Machinery and Parts,10,4171.311497,2012
1032,I8,Auto Tyres And Tubes,Nos,Myanmar,148856.0,5.199075,Rubber Products,5,773913.5082,2012
1033,H4,Ayush And Herbal Products,Kgs,Myanmar,337762.0,1.1253879999999998,Cosmetics,6,380113.3017,2019
1034,N2,Bicycle And Parts,Na,Myanmar,857.0,1.545361,Machinery and Parts,10,1324.374377,2017
1035,H5,"Bulk Drugs, Drug Intermediates",Kgs,Myanmar,468033.0,1.048089,Chemicals,7,490540.2389,2020
1036,S2,Carpet(Excl. Silk) Handmade,Sqm,Myanmar,1402.0,0.017638,Handicrafts,12,24.728476,2015
1037,O9,"Computer Hardware, Peripherals",Na,Myanmar,43028.0,0.28838800000000003,Machinery and Parts,10,12408.75886,2012
1038,P1,Consumer Electronics,Na,Myanmar,4084.0,13.772394,Electronic Components,11,56246.4571,2015
1039,L6,Copper And Prdcts Made Of Copr,Ton,Myanmar,559.0,3.1815919999999998,Metals,2,1778.509928,2013
1040,I5,Cosmetics And Toiletries,Na,Myanmar,4319.0,11.297039999999999,Cosmetics,6,48791.91576,2016
1041,P8,"Cotton Fabrics, Madeups Etc.",Na,Myanmar,3809.0,3.6437589999999997,Fabric Materials,14,13879.07803,2017
1042,S4,Cotton Raw Incld. Waste,Ton,Myanmar,47.0,0.069134,Fabric Materials,14,3.249298,2018
1043,P7,Cotton Yarn,Ton,Myanmar,10529.0,37.573122999999995,Fabric Materials,14,395607.4121,2017
1044,N3,"Cranes, Lifts And Winches",Na,Myanmar,747.0,1.249596,Machinery and parts,10,933.448212,2015
1045,H8,"Drug Formulations, Biologicals",Kgs,Myanmar,8376370.0,183.276046,Chemicals,7,1535187973,2018
1046,H6,Dye Intermediates,Kgs,Myanmar,311717.0,0.122998,Dyes,7,38340.56757,2013
1047,H7,Dyes,Kgs,Myanmar,482871.0,2.45319,Dyes,7,1184574.308,2016
1048,N4,Refrigerator,Na,Myanmar,3557.0,22.503675,Electronic Components,11,80045.57198,2020
1049,M4,Electrodes,Kgs,Myanmar,12770.0,0.315569,Accumulators and Batteries,9,4029.81613,2015
1050,P2,Microwave ,Na,Myanmar,15314.0,3.089085,Electronic Components,11,47306.24769,2020
1051,P3,Washing Machine,Na,Myanmar,8174.0,14.433656,Electronic Components,11,117980.7041,2016
1052,I6,Plastic bags,Kgs,Myanmar,105585.0,1.232956,Plastic Materials,8,130181.6593,2017
1053,H2,Fertilizers Crude,Ton,Myanmar,8.0,0.031564999999999996,Fertilizers,3,0.25252,2013
1054,H3,Fertilizers Manufactured,Ton,Myanmar,3554.0,1.27355,Fertilizers,3,4526.1967,2019
1055,F8,Finished Leather,Kgs,Myanmar,63801.0,1.9218220000000001,Leather Products,1,122614.1654,2014
1056,G2,Footwear Of Leather,Na,Myanmar,8686.0,0.543987,Leather Products,1,4725.071082,2013
1057,J1,Footwear Of Rubber/Canvas Etc.,Na,Myanmar,8909.0,0.574045,Rubber Products,5,5114.166905,2015
1058,S1,Handcrfs(Excl.Handmade Crpts),Na,Myanmar,2420.0,6.065259999999999,Handicrafts,12,14677.9292,2020
1059,K5,"Human Hair, Products Thereo",Kgs,Myanmar,1154281.0,29.844533000000002,Cosmetics,6,34448977.4,2014
1060,N5,Ic Engines And Parts,Na,Myanmar,494.0,0.792991,Machinery and parts,10,391.737554,2014
1061,I2,Inorganic Chemicals,Kgs,Myanmar,14230907.0,2.8454599999999997,Chemicals,7,40493476.63,2016
1062,L3,Iron And Steel,Ton,Myanmar,73176.0,34.1858,Metals,2,2501580.101,2016
1063,R6,Jute Yarn,Ton,Myanmar,16.0,0.01596,Fabric Materials,14,0.25536,2014
1064,L7,Lead And Products Made Of Led,Ton,Myanmar,199.0,0.39843,Metals,2,79.28757,2015
1065,G3,Leather Footwear Component,Kgs,Myanmar,350.0,0.008935,Leather Products,1,3.12725,2020
1066,G1,Leather Garments,Kgs,Myanmar,1480.0,0.195211,Leather Products,1,288.91228,2019
