pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
H9,Agro Chemicals,Kgs,Canada,9136,1.263697,Fertilizers,3,11545.13579,2016
O4,"Aircraft, Spacecraft And Parts",Na,Canada,35815,204.465041,Machinery and Parts,10,7322915.443,2013
L5,"Aluminium, Products Of Aluminm",Ton,Canada,2377102,11.209199,Metals,2,26645409.36,2019
N7,"Atm, Injctng Mlding Mchnry Etc",Na,Canada,1272,3.708875,Machinery and Parts,10,4717.689,2015
M3,Auto Components/Parts,Na,Canada,24583,1.236911,Machinery and Parts,10,30406.98311,2018
I8,Auto Tyres And Tubes,Nos,Canada,3514,0.386922,Rubber Products,5,1359.643908,2016
H4,Ayush And Herbal Products,Kgs,Canada,803,0.00601,Cosmetics,6,4.82603,2012
N2,Bicycle And Parts,Na,Canada,254,0.325671,Machinery and Parts,10,82.720434,2018
H5,"Bulk Drugs, Drug Intermediates",Kgs,Canada,1050044,3.894251,Chemicals,7,4089134.897,2019
S2,Carpet(Excl. Silk) Handmade,Sqm,Canada,32159,159.267731,Handicrafts,12,5121890.961,2018
O9,"Computer Hardware, Peripherals",Na,Canada,8644,1.020909,Machinery and Parts,10,8824.737396,2018
P1,Consumer Electronics,Na,Canada,67150,360.858704,Electronic Components,11,24231661.97,2013
L6,Copper And Prdcts Made Of Copr,Ton,Canada,107,0.000868,Metals,2,0.092876,2017
I5,Cosmetics And Toiletries,Na,Canada,14466279,10.510761,Cosmetics,6,152051601.1,2015
P8,"Cotton Fabrics, Madeups Etc.",Na,Canada,126772,8.031788,Fabric Materials,14,1018205.828,2020
P7,Cotton Yarn,Ton,Canada,1,5.739884,Fabric Materials,14,5.739884,2017
N3,"Cranes, Lifts And Winches",Na,Canada,2025,1.754638,Machinery and parts,10,3553.14195,2018
H8,"Drug Formulations, Biologicals",Kgs,Canada,100,11.305619,Chemicals,7,1130.5619,2014
H6,Dye Intermediates,Kgs,Canada,2,0.000896,Dyes,7,0.001792,2012
H7,Dyes,Kgs,Canada,140758,6.106828,Dyes,7,859584.8956,2019
N4,Air conditioner,Na,Canada,59266,10.520863,Electronic Components,11,623529.4666,2015
M4,Electrodes,Kgs,Canada,22,0.117546,Accumulators and Batteries,9,2.586012,2015
P2,Microwave ,Na,Canada,4711,35.469745,Electronic Components,11,167097.9687,2012
P3,Washing Machine,Na,Canada,4909584,0.037874,Electronic Components,11,185945.5844,2020
I6,Plastic bags,Kgs,Canada,150619,10.407058,Plastic Materials,8,1567500.669,2020
H2,Fertilizers Crude,Ton,Canada,116685,36.427655,Fertilizers,3,4250560.924,2018
H3,Fertilizers Manufactured,Ton,Canada,2364,1.982164,Fertilizers,3,4685.835696,2019
F8,Finished Leather,Kgs,Canada,101,255.697988,Leather Products,1,25825.49679,2016
R8,Floor Cvrng Of Jute,Sqm,Canada,470388,0.200185,Handicrafts,12,94164.62178,2016
G2,Footwear Of Leather,Na,Canada,505559,0.066127,Leather Products,1,33431.09999,2014
J1,Footwear Of Rubber/Canvas Etc.,Na,Canada,21999,0.000504,Rubber Products,5,11.087496,2017
G6,Gold,Kgs,Canada,4891496,0.608534,Metals,2,2976641.627,2017
G9,Gold And Oth Precs Metl Jwlery,Na,Canada,690,348.55667,Metals,2,240504.1023,2015
K5,"Human Hair, Products Thereo",Kgs,Canada,1,3.228504,Cosmetics,6,3.228504,2017
N5,Ic Engines And Parts,Na,Canada,1,0.020135,Machinery and parts,10,0.020135,2018
I2,Inorganic Chemicals,Kgs,Canada,14594,1.963107,Chemicals,7,28649.58356,2015
L3,Iron And Steel,Ton,Canada,789,1.715396,Metals,2,1353.447444,2020
E8,Iron Ore,Ton,Canada,0,0.01002,Metals,2,0,2016
R6,Jute Yarn,Ton,Canada,32,35.543585,Fabric Materials,14,1137.39472,2014
R5,"Jute, Raw",Ton,Canada,0,72.853559,Fabric Materials,14,0,2012
L7,Lead And Products Made Of Led,Ton,Canada,0,5.344322,Metals,2,0,2014
G3,Leather Footwear Component,Kgs,Canada,44080,61.69354,Leather Products,1,2719451.243,2020
G1,Leather Garments,Kgs,Canada,84983,0.001131,Leather Products,1,96.115773,2014
F9,Leather Goods,Na,Canada,670127,4.235192,Leather Products,1,2838116.509,2015
P6,Manmade Staple Fibre,Kgs,Canada,314173,0.001411,Fabric Materials,14,443.298103,2020
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Canada,4023,0.000104,Fabric Materials,14,0.418392,2016
O5,Motor Vehicle/Cars,Nos,Canada,4,0.020538,Machinery and parts,10,0.082152,2014
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Canada,99,3.254231,Fabric Materials,14,322.168869,2015
I3,Organic Chemicals,Kgs,Canada,2864036,0.126329,Chemicals,7,361810.8038,2013
M2,Oth Non Ferous Metal And Prodc,Kgs,Canada,377154,0.297813,Metals,2,112321.3642,2018
I4,Other Miscellaenious Chemicals,Kgs,Canada,2235389,23.392128,Chemicals,7,52290505.62,2017
L2,Other Plastic Items,Na,Canada,2420,0.059547,Plastic Products,8,144.10374,2012
I9,Othr Rubber Prodct Excpt Footw,Na,Canada,27783,1.220398,Rubber Products,5,33906.31763,2018
K7,Packaging Materials,Ton,Canada,2712,0.443521,Plastic Products,8,1202.828952,2019
S6,Petroleum Products,Ton,Canada,739,3.156939,Petroleum Products,13,2332.977921,2013
K9,"Plastc Sht, Film, Plts Etc",Kgs,Canada,4268383,0.000091,Plastic Products,8,388.422853,2014
A5,Plastic Glass,Ton,Canada,5,49.527925,Plastic Products,8,247.639625,2015
K8,Plastic Raw Materials,Ton,Canada,10627,2.248858,Plastic Products,8,23898.61397,2012
L4,Products Of Iron And Steel,Na,Canada,4851,0.00002,Metals,2,0.09702,2018
O3,Pumps Of All Types,Na,Canada,1204,0.495127,Machinery and parts,10,596.132908,2018
O6,"Railwy Trnsprt Equipmnts, Prts",Na,Canada,889,6.637454,Machinery and parts,10,5900.696606,2014
F5,Rechargable Batteries,Kgs,Canada,18,3.693721,Accumulators and Batteries,9,66.486978,2015
Q7,Rmg Silk,Na,Canada,2429,0.229327,Fabric Materials,14,557.035283,2016
Q9,Rmg Wool,Na,Canada,3325,27.01401,Fabric Materials,14,89821.58325,2014
S3,Silk Carpet,Sqm,Canada,41,9.65367,Fabric Materials,14,395.80047,2015
R4,Silk Waste,Kgs,Canada,90,0.075571,Fabric Materials,14,6.80139,2013
Q1,"Silk,Raw",Kgs,Canada,10,0.141824,Fabric Materials,14,1.41824,2015
G7,Silver,Kgs,Canada,1407,9.537069,Metals,2,13418.65608,2016
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Canada,62,0.086437,Fabric Materials,14,5.359094,2020
M1,Zinc And Products Made Of Zinc,Ton,Canada,13,0.509425,Metals,2,6.622525,2017
N1,"Aircraft, Spacecraft And Parts",Na,Brazil,4235,5.474074,Machinery and Parts,10,23182.70339,2012
M5,Accumulators And Batteries,Na,Brazil,4686,0.003181,Accumulators and Batteries,10,14.906166,2016
H9,Agro Chemicals,Kgs,Brazil,70323765,0.000943,Fertilizers,3,66315.3104,2015
O4,"Aircraft, Spacecraft And Parts",Na,Brazil,20000,0.384329,Machinery and Parts,10,7686.58,2015
L5,"Aluminium, Products Of Aluminm",Ton,Brazil,26420,9.30886,Metals,2,245940.0812,2016
N7,"Atm, Injctng Mlding Mchnry Etc",Na,Brazil,30000,2.720103,Machinery and Parts,10,81603.09,2012
M3,Auto Components/Parts,Na,Brazil,25000,14.708838,Machinery and Parts,10,367720.95,2015
I8,Auto Tyres And Tubes,Nos,Brazil,430428,5.771356,Rubber Products,5,2484153.22,2019
H4,Ayush And Herbal Products,Kgs,Brazil,501968,0.149518,Cosmetics,6,75053.25142,2020
N2,Bicycle And Parts,Na,Brazil,23000,0.012007,Machinery and Parts,10,276.161,2017
H5,"Bulk Drugs, Drug Intermediates",Kgs,Brazil,6995004,0.006976,Chemicals,7,48797.1479,2013
S2,Carpet(Excl. Silk) Handmade,Sqm,Brazil,1001617,1.495039,Handicrafts,12,1497456.478,2012
O9,"Computer Hardware, Peripherals",Na,Brazil,17104,159.148864,Machinery and Parts,10,2722082.17,2014
P1,Consumer Electronics,Na,Brazil,1346,0.764302,Electronic Components,11,1028.750492,2018
L6,Copper And Prdcts Made Of Copr,Ton,Brazil,308,0.039703,Metals,2,12.228524,2014
I5,Cosmetics And Toiletries,Na,Brazil,3543,0.054943,Cosmetics,6,194.663049,2019
P8,"Cotton Fabrics, Madeups Etc.",Na,Brazil,12217,42.809507,Fabric Materials,14,523003.747,2020
S4,Cotton Raw Incld. Waste,Ton,Brazil,19420,3.258431,Fabric Materials,14,63278.73002,2020
P7,Cotton Yarn,Ton,Brazil,6900,0.03488,Fabric Materials,14,240.672,2013
N3,"Cranes, Lifts And Winches",Na,Brazil,6900,15.454889,Machinery and parts,10,106638.7341,2014
H8,"Drug Formulations, Biologicals",Kgs,Brazil,3190779,0.711027,Chemicals,7,2268730.02,2017
H6,Dye Intermediates,Kgs,Brazil,408523,75.08638,Dyes,7,30674513.22,2018
H7,Dyes,Kgs,Brazil,18519094,0.203092,Dyes,7,3761079.839,2017
N4,Air conditioner,Na,Brazil,18519094,0.246377,Electronic Components,11,4562678.822,2012
M4,Electrodes,Kgs,Brazil,1003929,9.119729,Accumulators and Batteries,9,9155560.415,2019
P2,Microwave ,Na,Brazil,3036,0.553487,Electronic Components,11,1680.386532,2012
P3,Washing Machine,Na,Brazil,16016,2.555069,Electronic Components,11,40921.9851,2013
H3,Fertilizers Manufactured,Ton,Brazil,1560,7.524017,Fertilizers,3,11737.46652,2015
F8,Finished Leather,Kgs,Brazil,136,19.924955,Leather Products,1,2709.79388,2012
R8,Floor Cvrng Of Jute,Sqm,Brazil,4664,1.437847,Handicrafts,12,6706.118408,2015
G2,Footwear Of Leather,Na,Brazil,5000,0.705769,Leather Products,1,3528.845,2018
J1,Footwear Of Rubber/Canvas Etc.,Na,Brazil,345,1.211993,Rubber Products,5,418.137585,2014
G9,Gold And Oth Precs Metl Jwlery,Na,Brazil,903,70.133921,Metals,2,63330.93066,2020
K5,"Human Hair, Products Thereo",Kgs,Brazil,1205,0.118404,Cosmetics,6,142.67682,2012
N5,Ic Engines And Parts,Na,Brazil,398,0.11958,Machinery and parts,10,47.59284,2015
I2,Inorganic Chemicals,Kgs,Brazil,7744501,0.936191,Chemicals,7,7250332.136,2017
L3,Iron And Steel,Ton,Brazil,42553,10.874231,Metals,2,462731.1517,2014
R6,Jute Yarn,Ton,Brazil,4,11.301906,Fabric Materials,14,45.207624,2014
G1,Leather Garments,Kgs,Brazil,7532,7.956181,Leather Products,1,59925.95529,2020
F9,Leather Goods,Na,Brazil,670127,161.599546,Leather Products,1,108292219,2019
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Brazil,907,0.012977,Fabric Materials,14,11.770139,2016
O5,Motor Vehicle/Cars,Nos,Brazil,17,0.199793,Machinery and parts,10,3.396481,2018
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Brazil,890,4.187842,Fabric Materials,14,3727.17938,2015
I3,Organic Chemicals,Kgs,Brazil,18365355,0.612519,Chemicals,7,11249128.88,2014
M2,Oth Non Ferous Metal And Prodc,Kgs,Brazil,668072,9.77882,Metals,2,6532955.835,2017
I4,Other Miscellaenious Chemicals,Kgs,Brazil,1866701,1.855846,Chemicals,7,3464309.584,2018
L2,Other Plastic Items,Na,Brazil,7588,0.196359,Plastic Products,8,1489.972092,2017
I9,Othr Rubber Prodct Excpt Footw,Na,Brazil,28921,1.877944,Rubber Products,5,54312.01842,2020
S6,Petroleum Products,Ton,Brazil,85221,0.024082,Petroleum Products,13,2052.292122,2013
K9,"Plastc Sht, Film, Plts Etc",Kgs,Brazil,9559229,14.361433,Plastic Products,8,137284226.8,2015
K8,Plastic Raw Materials,Ton,Brazil,11155,0.027289,Plastic Products,8,304.408795,2016
B8,Plastic Water Bottles,Ton,Brazil,378,0.001215,Plastic Products,8,0.45927,2017
L4,Products Of Iron And Steel,Na,Brazil,858,1.261607,Metals,2,1082.458806,2014
O3,Pumps Of All Types,Na,Brazil,3417,89.487925,Machinery and parts,10,305780.2397,2016
O6,"Railwy Trnsprt Equipmnts, Prts",Na,Brazil,3020,2.101956,Machinery and parts,10,6347.90712,2018
F5,Rechargable Batteries,Kgs,Brazil,2019,0.085866,Accumulators and Batteries,9,173.363454,2014
Q7,Rmg Silk,Na,Brazil,2334,56.06988,Fabric Materials,14,130867.0999,2012
Q9,Rmg Wool,Na,Brazil,9288,17.518958,Fabric Materials,14,162716.0819,2019
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Brazil,112,19.98715,Fabric Materials,14,2238.5608,2014
M1,Zinc And Products Made Of Zinc,Ton,Brazil,1640,8.784673,Metals,2,14406.86372,2018
M5,Accumulators And Batteries,Na,Bhutan,1218,0.008816,Accumulators and Batteries,10,10.737888,2016
H9,Agro Chemicals,Kgs,Bhutan,2457,0.475071,Fertilizers,3,1167.249447,2020
O4,"Aircraft, Spacecraft And Parts",Na,Bhutan,2472,2.356063,Machinery and Parts,10,5824.187736,2014
L5,"Aluminium, Products Of Aluminm",Ton,Bhutan,3349,0.000283,Metals,2,0.947767,2018
N7,"Atm, Injctng Mlding Mchnry Etc",Na,Bhutan,2983,0.004679,Machinery and Parts,10,13.957457,2019
M3,Auto Components/Parts,Na,Bhutan,4118,0.000327,Machinery and Parts,10,1.346586,2016
I8,Auto Tyres And Tubes,Nos,Bhutan,3672,22.159433,Rubber Products,5,81369.43798,2016
H4,Ayush And Herbal Products,Kgs,Bhutan,1292,84.713076,Cosmetics,6,109449.2942,2018
N2,Bicycle And Parts,Na,Bhutan,2008,0.010799,Machinery and Parts,10,21.684392,2012
H5,"Bulk Drugs, Drug Intermediates",Kgs,Bhutan,2341,2.025947,Chemicals,7,4742.741927,2018
S2,Carpet(Excl. Silk) Handmade,Sqm,Bhutan,3003,0.599835,Handicrafts,12,1801.304505,2017
O9,"Computer Hardware, Peripherals",Na,Bhutan,2711,4.782305,Machinery and Parts,10,12964.82886,2012
P1,Consumer Electronics,Na,Bhutan,3149,0.000916,Electronic Components,11,2.884484,2015
L6,Copper And Prdcts Made Of Copr,Ton,Bhutan,3740,0.456389,Metals,2,1706.89486,2013
I5,Cosmetics And Toiletries,Na,Bhutan,2527,6.223109,Cosmetics,6,15725.79644,2018
P8,"Cotton Fabrics, Madeups Etc.",Na,Bhutan,1962,0.516976,Fabric Materials,14,1014.306912,2018
S4,Cotton Raw Incld. Waste,Ton,Bhutan,3161,1.741179,Fabric Materials,14,5503.866819,2017
N3,"Cranes, Lifts And Winches",Na,Bhutan,3837,0.019665,Machinery and parts,10,75.454605,2020
H8,"Drug Formulations, Biologicals",Kgs,Bhutan,2065,0.015851,Chemicals,7,32.732315,2014
H6,Dye Intermediates,Kgs,Bhutan,1732,0.048324,Dyes,7,83.697168,2013
H7,Dyes,Kgs,Bhutan,1190,19.307109,Dyes,7,22975.45971,2012
N4,Air conditioner,Na,Bhutan,2181,6.884928,Electronic Components,11,15016.02797,2018
M4,Electrodes,Kgs,Bhutan,876,3.399979,Accumulators and Batteries,9,2978.381604,2019
P2,Microwave ,Na,Bhutan,4582,0.026643,Electronic Components,11,122.078226,2012
P3,Washing Machine,Na,Bhutan,2575,112.194767,Electronic Components,11,288901.525,2019
G2,Footwear Of Leather,Na,Bhutan,2872,0.276442,Leather Products,1,793.941424,2016
J1,Footwear Of Rubber/Canvas Etc.,Na,Bhutan,8773,20.5743,Rubber Products,5,180498.3339,2017
N5,Ic Engines And Parts,Na,Bhutan,229,0.553582,Machinery and parts,10,126.770278,2017
I2,Inorganic Chemicals,Kgs,Bhutan,835831,6.332855,Chemicals,7,5293196.528,2017
L3,Iron And Steel,Ton,Bhutan,26957,2.912268,Metals,2,78506.00848,2016
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Bhutan,6828,4.882689,Fabric Materials,14,33339.00049,2018
O5,Motor Vehicle/Cars,Nos,Bhutan,6235,3.755534,Machinery and parts,10,23415.75449,2016
I3,Organic Chemicals,Kgs,Bhutan,525855,44.723755,Chemicals,7,23518210.19,2017
M2,Oth Non Ferous Metal And Prodc,Kgs,Bhutan,226357,1.451702,Metals,2,328602.9096,2014
L2,Other Plastic Items,Na,Bhutan,5824,0.00549,Plastic Products,8,31.97376,2013
I9,Othr Rubber Prodct Excpt Footw,Na,Bhutan,8286,0.169438,Rubber Products,5,1403.963268,2016
S6,Petroleum Products,Ton,Bhutan,132493,98.221334,Petroleum Products,13,13013639.21,2019
K9,"Plastc Sht, Film, Plts Etc",Kgs,Bhutan,332387,0.799765,Plastic Products,8,265831.4891,2012
K8,Plastic Raw Materials,Ton,Bhutan,1368,1.857914,Plastic Products,8,2541.626352,2016
B8,Plastic Water Bottles,Ton,Bhutan,450,0.553969,Plastic Products,8,249.28605,2019
L4,Products Of Iron And Steel,Na,Bhutan,3972,24.093157,Metals,2,95698.0196,2015
O3,Pumps Of All Types,Na,Bhutan,3259,0.117168,Machinery and parts,10,381.850512,2015
O6,"Railwy Trnsprt Equipmnts, Prts",Na,Bhutan,411,0.000326,Machinery and parts,10,0.133986,2012
Q7,Rmg Silk,Na,Bhutan,6688,0.000476,Fabric Materials,14,3.183488,2017
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Bhutan,636,0.004477,Fabric Materials,14,2.847372,2020
Q4,Wool,Kgs,Bhutan,1000,0.002043,Fabric Materials,14,2.043,2015
S2,Carpet(Excl. Silk) Handmade,Sqm,Bangladesh,290,0.000747,Handicrafts,12,0.21663,2014
O9,"Computer Hardware, Peripherals",Na,Bangladesh,290,0.001454,Machinery and Parts,10,0.42166,2014
P1,Consumer Electronics,Na,Bangladesh,300,0.008425,Electronic Components,11,2.5275,2017
L6,Copper And Prdcts Made Of Copr,Ton,Bangladesh,410,0.004247,Metals,2,1.74127,2018
I5,Cosmetics And Toiletries,Na,Bangladesh,500,0.000468,Cosmetics,6,0.234,2012
P8,"Cotton Fabrics, Madeups Etc.",Na,Bangladesh,600,0.820916,Fabric Materials,14,492.5496,2016
S4,Cotton Raw Incld. Waste,Ton,Bangladesh,890,0.455291,Fabric Materials,14,405.20899,2012
P7,Cotton Yarn,Ton,Bangladesh,1170,0.00558,Fabric Materials,14,6.5286,2019
N3,"Cranes, Lifts And Winches",Na,Bangladesh,22908,0.021944,Machinery and parts,10,502.693152,2016
H8,"Drug Formulations, Biologicals",Kgs,Bangladesh,3383,0.068136,Chemicals,7,230.504088,2016
H6,Dye Intermediates,Kgs,Bangladesh,4452,0.001154,Dyes,7,5.137608,2019
H7,Dyes,Kgs,Bangladesh,1179,0.029366,Dyes,7,34.622514,2020
N4,Air conditioner,Na,Bangladesh,4033,5.324465,Electronic Components,11,21473.56735,2017
M4,Electrodes,Kgs,Bangladesh,2370,1.732422,Accumulators and Batteries,9,4105.84014,2012
P2,Microwave ,Na,Bangladesh,2369,5.527757,Electronic Components,11,13095.25633,2019
P3,Washing Machine,Na,Bangladesh,4412,5.957555,Electronic Components,11,26284.73266,2013
H2,Fertilizers Crude,Ton,Bangladesh,1826,3.483768,Fertilizers,3,6361.360368,2014
H3,Fertilizers Manufactured,Ton,Bangladesh,3479,31.015533,Fertilizers,3,107903.0393,2020
F8,Finished Leather,Kgs,Bangladesh,3689,0.071363,Leather Products,1,263.258107,2016
G2,Footwear Of Leather,Na,Bangladesh,2065,13.885276,Leather Products,1,28673.09494,2018
J1,Footwear Of Rubber/Canvas Etc.,Na,Bangladesh,4568,74.952463,Rubber Products,5,342382.851,2018
G9,Gold And Oth Precs Metl Jwlery,Na,Bangladesh,3934,45.099771,Metals,2,177422.4991,2013
K5,"Human Hair, Products Thereo",Kgs,Bangladesh,4696,0.157316,Cosmetics,6,738.755936,2020
N5,Ic Engines And Parts,Na,Bangladesh,4385,104.958095,Machinery and parts,10,460241.2466,2015
I2,Inorganic Chemicals,Kgs,Bangladesh,2763,0.06779,Chemicals,7,187.30377,2017
L3,Iron And Steel,Ton,Bangladesh,2285,0.036228,Metals,2,82.78098,2015
R6,Jute Yarn,Ton,Bangladesh,2567,11.911723,Fabric Materials,14,30577.39294,2017
R5,"Jute, Raw",Ton,Bangladesh,2953,10.590574,Fabric Materials,14,31273.96502,2020
L7,Lead And Products Made Of Led,Ton,Bangladesh,2682,20.733043,Metals,2,55606.02133,2016
G3,Leather Footwear Component,Kgs,Bangladesh,2274,16.629158,Leather Products,1,37814.70529,2014
G1,Leather Garments,Kgs,Bangladesh,3074,0.014196,Leather Products,1,43.638504,2012
F9,Leather Goods,Na,Bangladesh,4554,0.203761,Leather Products,1,927.927594,2015
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Bangladesh,2570,0.000379,Fabric Materials,14,0.97403,2017
O5,Motor Vehicle/Cars,Nos,Bangladesh,1226,11.210334,Machinery and parts,10,13743.86948,2018
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Bangladesh,1855,0.296272,Fabric Materials,14,549.58456,2019
I3,Organic Chemicals,Kgs,Bangladesh,1823,0.013738,Chemicals,7,25.044374,2019
M2,Oth Non Ferous Metal And Prodc,Kgs,Bangladesh,4600,0.003044,Metals,2,14.0024,2016
L2,Other Plastic Items,Na,Bangladesh,2421,4.585344,Plastic Products,8,11101.11782,2019
G8,Other Precious And Base Metals,Na,Bangladesh,1186,0.823248,Metals,2,976.372128,2020
I9,Othr Rubber Prodct Excpt Footw,Na,Bangladesh,1620,0.370697,Rubber Products,5,600.52914,2017
S6,Petroleum Products,Ton,Bangladesh,3340,0.908274,Petroleum Products,13,3033.63516,2015
K9,"Plastc Sht, Film, Plts Etc",Kgs,Bangladesh,4884,0.734324,Plastic Products,8,3586.438416,2018
B8,Plastic Containers,Ton,Bangladesh,2115,1.106833,Plastic Products,8,2340.951795,2013
A5,Plastic Glass,Ton,Bangladesh,4087,0.162436,Plastic Products,8,663.875932,2015
K8,Plastic Raw Materials,Ton,Bangladesh,3494,1.54843,Plastic Products,8,5410.21442,2018
L4,Products Of Iron And Steel,Na,Bangladesh,1845,0.466137,Metals,2,860.022765,2015
O3,Pumps Of All Types,Na,Bangladesh,3159,0.033622,Machinery and parts,10,106.211898,2019
O6,"Railwy Trnsprt Equipmnts, Prts",Na,Bangladesh,1861,4.323495,Machinery and parts,10,8046.024195,2015
Q7,Rmg Silk,Na,Bangladesh,88,0.063016,Fabric Materials,14,5.545408,2020
Q9,Rmg Wool,Na,Bangladesh,3051,2.413981,Fabric Materials,14,7365.056031,2017
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Bangladesh,3792,0.000521,Fabric Materials,14,1.975632,2019
R4,Wool,Kgs,Bangladesh,4410,2.76257,Fabric Materials,14,12182.9337,2017
Q4,Wool,Kgs,Bangladesh,3058,0.127233,Fabric Materials,14,389.078514,2017
M1,Zinc And Products Made Of Zinc,Ton,Bangladesh,2840,0.02003,Metals,2,56.8852,2015
N1,"Aircraft, Spacecraft And Parts",Na,Australia,4079,0.006479,Machinery and Parts,10,26.427841,2013
M5,Accumulators And Batteries,Na,Australia,1496,4.488379,Accumulators and Batteries,10,6714.614984,2019
H9,Agro Chemicals,Kgs,Australia,11052163,0.033108,Fertilizers,3,365915.0126,2019
O4,"Aircraft, Spacecraft And Parts",Na,Australia,444,0.221342,Machinery and Parts,10,98.275848,2016
L5,"Aluminium, Products Of Aluminm",Ton,Australia,3848,0.4455,Metals,2,1714.284,2019
N7,"Aluminium, Products Of Aluminm",Na,Australia,777,2.868601,Metals,2,2228.902977,2016
M3,Auto Components/Parts,Na,Australia,777,0.070559,Machinery and Parts,10,54.824343,2015
I8,Auto Tyres And Tubes,Nos,Australia,196275,0.158811,Rubber Products,5,31170.62903,2017
H4,Ayush And Herbal Products,Kgs,Australia,1246005,3.930093,Cosmetics,6,4896915.528,2019
N2,Bicycle And Parts,Na,Australia,77,0.023049,Machinery and Parts,10,1.774773,2015
H5,"Bulk Drugs, Drug Intermediates",Kgs,Australia,854435,0.500311,Chemicals,7,427483.2293,2018
S2,Carpet(Excl. Silk) Handmade,Sqm,Australia,4020140,59.591621,Handicrafts,12,239566659.2,2019
O9,"Computer Hardware, Peripherals",Na,Australia,14710,297.310883,Machinery and Parts,10,4373443.089,2018
P1,Consumer Electronics,Na,Australia,1703,22.528072,Electronic Components,11,38365.30662,2012
L6,Copper And Prdcts Made Of Copr,Ton,Australia,3921,0.126908,Metals,2,497.606268,2016
I5,Cosmetics And Toiletries,Na,Australia,1740,0.373284,Cosmetics,6,649.51416,2019
P8,"Cotton Fabrics, Madeups Etc.",Na,Australia,21389,5.784867,Fabric Materials,14,123732.5203,2016
S4,Cotton Raw Incld. Waste,Ton,Australia,15836,94.985365,Fabric Materials,14,1504188.24,2015
P7,Cotton Yarn,Ton,Australia,639,19.575775,Fabric Materials,14,12508.92023,2012
N3,"Cranes, Lifts And Winches",Na,Australia,668,23.625478,Machinery and parts,10,15781.8193,2020
H8,"Drug Formulations, Biologicals",Kgs,Australia,5182142,9.883544,Chemicals,7,51217928.47,2015
H6,Dye Intermediates,Kgs,Australia,26048,158.195822,Dyes,7,4120684.771,2018
H7,Dyes,Kgs,Australia,4180861,282.588789,Dyes,7,1181464447,2016
N4,Air conditioner,Na,Australia,10000,0.723147,Electronic Components,11,7231.47,2018
M4,Electrodes,Kgs,Australia,622322,66.805056,Accumulators and Batteries,9,41574256.06,2012
P2,Microwave ,Na,Australia,19883,0.805941,Electronic Components,11,16024.5249,2018
P3,Washing Machine,Na,Australia,2451,2.928399,Electronic Components,11,7177.505949,2018
H2,Fertilizers Crude,Ton,Australia,142,0.57524,Fertilizers,3,81.68408,2017
H3,Fertilizers Manufactured,Ton,Australia,62,7.300365,Fertilizers,3,452.62263,2020
F8,Finished Leather,Kgs,Australia,95837,2.162799,Leather Products,1,207276.1678,2018
R8,Floor Cvrng Of Jute,Sqm,Australia,476175,528.030734,Handicrafts,12,251435034.8,2018
G2,Footwear Of Leather,Na,Australia,476175,11.090871,Leather Products,1,5281195.498,2014
J1,Footwear Of Rubber/Canvas Etc.,Na,Australia,476175,10.413767,Rubber Products,5,4958775.501,2017
G6,Gold,Kgs,Australia,29,159.913933,Metals,2,4637.504057,2016
G9,Gold And Oth Precs Metl Jwlery,Na,Australia,1792,17.661801,Metals,2,31649.94739,2013
N5,Ic Engines And Parts,Na,Australia,108,2.123146,Machinery and parts,10,229.299768,2017
I2,Inorganic Chemicals,Kgs,Australia,12390386,590.174562,Chemicals,7,7312490631,2012
L3,Iron And Steel,Ton,Australia,28424,1.598416,Metals,2,45433.37638,2019
E8,Iron Ore,Ton,Australia,1,0.02002,Metals,2,0.02002,2020
R6,Jute Yarn,Ton,Australia,5,0.25614,Fabric Materials,14,1.2807,2016
L7,Lead And Products Made Of Led,Ton,Australia,174,97.433659,Metals,2,16953.45667,2020
G3,Leather Footwear Component,Kgs,Australia,36250,5.270559,Leather Products,1,191057.7638,2013
G1,Leather Garments,Kgs,Australia,78038,1.113374,Leather Products,1,86885.48021,2020
F9,Leather Goods,Na,Australia,670127,2.197908,Leather Products,1,1472877.494,2018
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Australia,6706,5.572133,Fabric Materials,14,37366.7239,2020
O5,Motor Vehicle/Cars,Nos,Australia,6083,3.740803,Machinery and parts,10,22755.30465,2015
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Australia,6083,3.072726,Fabric Materials,14,18691.39226,2012
I3,Organic Chemicals,Kgs,Australia,4181735,0.001349,Chemicals,7,5641.160515,2020
M2,Oth Non Ferous Metal And Prodc,Kgs,Australia,726938,0.370739,Metals,2,269504.2672,2016
L2,Other Plastic Items,Na,Australia,12919,0.658667,Plastic Products,8,8509.318973,2018
