pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
I9,Othr Rubber Prodct Excpt Footw,Na,Saudi Arab,24465,6.267489,Rubber Products,5,153334.1184,2019
K7,Packaging Materials,Ton,Saudi Arab,9961,0.063486,Plastic Products,8,632.384046,2019
S6,Petroleum Products,Ton,Saudi Arab,121413,2.186919,Petroleum Products,13,265520.3965,2018
K9,"Plastc Sht, Film, Plts Etc",Kgs,Saudi Arab,1000,0.000335,Plastic Products,8,0.335,2018
K8,Plastic Raw Materials,Ton,Saudi Arab,106,0.660039,Plastic Products,8,69.964134,2019
L4,Products Of Iron And Steel,Na,Saudi Arab,182885,0.52632,Metals,2,96256.0332,2017
Q7,Rmg Silk,Na,Saudi Arab,918,11.754912,Fabric Materials,14,10791.00922,2013
Q9,Rmg Wool,Na,Saudi Arab,664605,1.688527,Fabric Materials,14,1122203.487,2019
S3,Silk Carpet,Sqm,Saudi Arab,10109,4.559763,Fabric Materials,14,46094.64417,2016
G7,Silver,Kgs,Saudi Arab,29857,0.374594,Metals,2,11184.25306,2020
M1,Zinc And Products Made Of Zinc,Ton,Saudi Arab,524,0.238534,Metals,2,124.991816,2017
H9,Agro Chemicals,Kgs,Saudi Arab,108443,0.302033,Fertilizers,3,32753.36462,2012
L5,"Aluminium, Products Of Aluminm",Ton,Saudi Arab,1163056,5.36271,Metals,2,6237132.042,2019
I8,Auto Tyres And Tubes,Nos,Saudi Arab,196811,352.396771,Rubber Products,5,69355560.9,2019
H4,Ayush And Herbal Products,Kgs,Saudi Arab,9056,0.466239,Cosmetics,6,4222.260384,2018
H5,"Bulk Drugs, Drug Intermediates",Kgs,Saudi Arab,42538,0.603965,Chemicals,7,25691.46317,2015
S2,Carpet(Excl. Silk) Handmade,Sqm,Saudi Arab,650091,2.183477,Handicrafts,12,1419458.746,2017
L6,Copper And Prdcts Made Of Copr,Ton,Saudi Arab,7614,6.111745,Metals,2,46534.82643,2016
S4,Cotton Raw Incld. Waste,Ton,Saudi Arab,102200,8.223246,Fabric Materials,14,840415.7412,2013
P7,Cotton Yarn,Ton,Saudi Arab,2,0.007771,Fabric Materials,14,0.015542,2014
H8,"Drug Formulations, Biologicals",Kgs,Saudi Arab,1793664,7.753152,Chemicals,7,13906549.63,2017
H6,Dye Intermediates,Kgs,Saudi Arab,52836,0.386677,Dyes,7,20430.46597,2015
H7,Dyes,Kgs,Saudi Arab,97166,495.580597,Dyes,7,48153584.29,2012
M4,Electrodes,Kgs,Saudi Arab,25,0.031191,Accumulators and Batteries,9,0.779775,2020
I6,Plastic tubes,Kgs,Saudi Arab,24077,0.060608,Plastic Materials,8,1459.258816,2016
H2,Fertilizers Crude,Ton,Saudi Arab,14,0.075833,Fertilizers,3,1.061662,2017
H3,Fertilizers Manufactured,Ton,Saudi Arab,4432030,1.231467,Fertilizers,3,5457898.688,2014
F8,Finished Leather,Kgs,Saudi Arab,68,0.001996,Leather Products,1,0.135728,2017
R8,Floor Cvrng Of Jute,Sqm,Saudi Arab,31396,0.223795,Handicrafts,12,7026.26782,2012
I2,Inorganic Chemicals,Kgs,Saudi Arab,23551,1.077912,Chemicals,7,25385.90551,2020
L3,Iron And Steel,Ton,Saudi Arab,1015,0.104121,Metals,2,105.682815,2012
L7,Lead And Products Made Of Led,Ton,Saudi Arab,125560,35.582703,Metals,2,4467764.189,2015
G3,Leather Footwear Component,Kgs,Saudi Arab,753133,3.301603,Leather Products,1,2486546.172,2019
G1,Leather Garments,Kgs,Saudi Arab,2697,0.014136,Leather Products,1,38.124792,2012
P6,Manmade Staple Fibre,Kgs,Saudi Arab,31014,0.247795,Fabric Materials,14,7685.11413,2018
O5,Motor Vehicle/Cars,Nos,Saudi Arab,17822,16.323348,Machinery and parts,10,290914.7081,2016
E5,Natural Rubber,Ton,Saudi Arab,80010,3252.148597,Rubber Products,5,260204409.2,2020
L8,"Nickel, Product Made Of Nickel",Ton,Saudi Arab,12154065,4.585337,Metals,2,55730483.94,2012
I3,Organic Chemicals,Kgs,Saudi Arab,65,0.002322,Chemicals,7,0.15093,2019
M2,Oth Non Ferous Metal And Prodc,Kgs,Saudi Arab,327487801,59.027641,Metals,2,19330832349,2020
I4,Other Miscellaenious Chemicals,Kgs,Saudi Arab,823205,288.635502,Chemicals,7,237606188.4,2018
K7,Packaging Materials,Ton,Saudi Arab,36121,62.180701,Plastic Products,8,2246029.101,2017
S6,Petroleum Products,Ton,Saudi Arab,60692,0.440713,Petroleum Products,13,26747.7534,2018
K9,"Plastc Sht, Film, Plts Etc",Kgs,Saudi Arab,1020,0.026939,Plastic Products,8,27.47778,2012
K8,Plastic Raw Materials,Ton,Saudi Arab,1264120,1.776495,Plastic Products,8,2245702.859,2017
S3,Silk Carpet,Sqm,Saudi Arab,3427569,3.825593,Fabric Materials,14,13112483.97,2016
G7,Silver,Kgs,Saudi Arab,245300,0.166549,Metals,2,40854.4697,2014
M1,Zinc And Products Made Of Zinc,Ton,Saudi Arab,115,3.266039,Metals,2,375.594485,2018
H9,Agro Chemicals,Kgs,Saudi Arab,26,0.013221,Fertilizers,3,0.343746,2017
H4,Ayush And Herbal Products,Kgs,Saudi Arab,993,6.896067,Cosmetics,6,6847.794531,2012
H5,"Bulk Drugs, Drug Intermediates",Kgs,Saudi Arab,27245426,27.02702,Chemicals,7,736362673.4,2013
H8,"Drug Formulations, Biologicals",Kgs,Saudi Arab,131310,1.118665,Chemicals,7,146891.9012,2013
I2,Inorganic Chemicals,Kgs,Saudi Arab,5,0.002576,Chemicals,7,0.01288,2012
I3,Organic Chemicals,Kgs,Saudi Arab,129497607,5.240291,Chemicals,7,678605144.5,2016
M2,Oth Non Ferous Metal And Prodc,Kgs,Saudi Arab,1170883,0.215412,Metals,2,252222.2488,2013
I4,Other Miscellaenious Chemicals,Kgs,Saudi Arab,405,1.584978,Chemicals,7,641.91609,2019
K7,Packaging Materials,Ton,Saudi Arab,4301279,12.02986,Plastic Products,8,51743784.19,2016
S6,Petroleum Products,Ton,Saudi Arab,6540456,2605.652274,Petroleum Products,13,17042154049,2020
H9,Agro Chemicals,Kgs,Saudi Arab,19340961,6795.565372,Fertilizers,3,1.31433E+11,2018
L5,"Aluminium, Products Of Aluminm",Ton,Saudi Arab,9706026,16.194159,Metals,2,157180928.3,2019
I8,Auto Tyres And Tubes,Nos,Saudi Arab,576252,643.055322,Rubber Products,5,370561915.4,2013
H4,Ayush And Herbal Products,Kgs,Saudi Arab,485,0.015486,Cosmetics,6,7.51071,2013
H5,"Bulk Drugs, Drug Intermediates",Kgs,Saudi Arab,2571094,2.747026,Chemicals,7,7062862.066,2012
S2,Carpet(Excl. Silk) Handmade,Sqm,Saudi Arab,1036491761,21.530862,Handicrafts,12,22316561070,2019
L6,Copper And Prdcts Made Of Copr,Ton,Saudi Arab,327024,0.359126,Metals,2,117442.821,2020
S4,Cotton Raw Incld. Waste,Ton,Saudi Arab,1700650,5.685543,Fabric Materials,14,9669118.703,2020
P7,Cotton Yarn,Ton,Saudi Arab,123292,0.061253,Fabric Materials,14,7552.004876,2017
H8,"Drug Formulations, Biologicals",Kgs,Saudi Arab,1505,1.739616,Chemicals,7,2618.12208,2013
H6,Dye Intermediates,Kgs,Saudi Arab,5,0.002977,Dyes,7,0.014885,2017
H7,Dyes,Kgs,Saudi Arab,1383,0.013946,Dyes,7,19.287318,2014
M4,Electrodes,Kgs,Saudi Arab,24123,13.517412,Accumulators and Batteries,9,326080.5297,2015
I6,Plastic tubes,Kgs,Saudi Arab,514317,3.02745,Plastic Materials,8,1557069.002,2019
H9,Agro Chemicals,Kgs,Saudi Arab,127,0.08493,Fertilizers,3,10.78611,2018
L5,"Aluminium, Products Of Aluminm",Ton,Saudi Arab,244557,22.881531,Metals,2,5595838.577,2020
I8,Auto Tyres And Tubes,Nos,Saudi Arab,37166,0.08841,Rubber Products,5,3285.84606,2015
H4,Ayush And Herbal Products,Kgs,Saudi Arab,25,0.47699,Cosmetics,6,11.92475,2017
H5,"Bulk Drugs, Drug Intermediates",Kgs,Saudi Arab,6875730,111.545303,Chemicals,7,766955386.2,2017
S2,Carpet(Excl. Silk) Handmade,Sqm,Saudi Arab,293394,7.014861,Handicrafts,12,2058118.128,2014
L6,Copper And Prdcts Made Of Copr,Ton,Saudi Arab,680,4.733758,Metals,2,3218.95544,2012
S4,Cotton Raw Incld. Waste,Ton,Saudi Arab,8605,13.124648,Fabric Materials,14,112937.596,2014
P7,Cotton Yarn,Ton,Saudi Arab,13523,44.434724,Fabric Materials,14,600890.7727,2017
I4,Other Miscellaenious Chemicals,Kgs,Saudi Arab,553182,3.43842,Chemicals,7,1902072.052,2012
K7,Packaging Materials,Ton,Saudi Arab,1508272,19.224842,Plastic Products,8,28996290.89,2016
S6,Petroleum Products,Ton,Saudi Arab,26368,44.180323,Petroleum Products,13,1164946.757,2014
K9,"Plastc Sht, Film, Plts Etc",Kgs,Saudi Arab,7095,0.752292,Plastic Products,8,5337.51174,2014
K8,Plastic Raw Materials,Ton,Saudi Arab,2508,0.149142,Plastic Products,8,374.048136,2015
S3,Silk Carpet,Sqm,Saudi Arab,18961687,62.895271,Fabric Materials,14,1192600442,2018
M1,Zinc And Products Made Of Zinc,Ton,Saudi Arab,71405,0.908291,Metals,2,64856.51886,2018
O4,"Aircraft, Spacecraft And Parts",Na,Saudi Arab,1982,6.860142,Machinery and Parts,10,13596.80144,2012
L5,"Aluminium, Products Of Aluminm",Ton,Saudi Arab,9,0.024907,Metals,2,0.224163,2020
N7,"Atm, Injctng Mlding Mchnry Etc",Na,Saudi Arab,4878105,19.638102,Machinery and Parts,10,95796723.56,2014
M3,Auto Components/Parts,Na,Saudi Arab,258,0.002104,Machinery and Parts,10,0.542832,2012
I8,Auto Tyres And Tubes,Nos,Saudi Arab,1940,9.970305,Rubber Products,5,19342.3917,2019
H4,Ayush And Herbal Products,Kgs,Saudi Arab,198995,0.606329,Cosmetics,6,120656.4394,2019
N2,Bicycle And Parts,Na,Saudi Arab,52672,18.631746,Machinery and Parts,10,981371.3253,2013
H5,"Bulk Drugs, Drug Intermediates",Kgs,Saudi Arab,1,0.000016,Chemicals,7,0.000016,2015
S2,Carpet(Excl. Silk) Handmade,Sqm,Saudi Arab,12312865,32.057086,Handicrafts,12,394714572.2,2012
O9,"Computer Hardware, Peripherals",Na,Saudi Arab,16764,0.607868,Machinery and Parts,10,10190.29915,2016
P1,Consumer Electronics,Na,Saudi Arab,220639,4.480926,Electronic Components,11,988667.0317,2020
L6,Copper And Prdcts Made Of Copr,Ton,Saudi Arab,2027,1.170584,Metals,2,2372.773768,2015
I5,Cosmetics And Toiletries,Na,Saudi Arab,78847,0.246139,Cosmetics,6,19407.32173,2020
H5,"Bulk Drugs, Drug Intermediates",Kgs,Russia,120600,0.683276,Chemicals,7,82403.0856,2014
S2,Carpet(Excl. Silk) Handmade,Sqm,Russia,44480,0.78417,Handicrafts,12,34879.8816,2014
O9,"Computer Hardware, Peripherals",Na,Russia,3605,8.991225,Machinery and Parts,10,32413.36613,2012
P1,Consumer Electronics,Na,Russia,37,0.003444,Electronic Components,11,0.127428,2016
L6,Copper And Prdcts Made Of Copr,Ton,Russia,21352,0.088887,Metals,2,1897.915224,2018
I5,Cosmetics And Toiletries,Na,Russia,61,0.03586,Cosmetics,6,2.18746,2012
P8,"Cotton Fabrics, Madeups Etc.",Na,Russia,4208733,341.572812,Fabric Materials,14,1437588766,2017
S4,Cotton Raw Incld. Waste,Ton,Russia,12794,66.0369,Fabric Materials,14,844876.0986,2012
P7,Cotton Yarn,Ton,Russia,371,0.212562,Fabric Materials,14,78.860502,2013
S1,Handcrfs(Excl.Handmade Crpts),Na,Russia,17536000,4.278695,Handicrafts,12,75031195.52,2017
N5,Ic Engines And Parts,Na,Russia,2430,0.030707,Machinery and parts,10,74.61801,2019
I2,Inorganic Chemicals,Kgs,Russia,307,0.00937,Chemicals,7,2.87659,2019
L3,Iron And Steel,Ton,Russia,326,0.026167,Metals,2,8.530442,2016
G3,Leather Footwear Component,Kgs,Russia,1368417,359.912504,Leather Products,1,492510389,2013
G1,Leather Garments,Kgs,Russia,554252,10.59933,Leather Products,1,5874699.851,2015
F9,Leather Goods,Na,Russia,874,35.012724,Leather Products,1,30601.12078,2014
P6,Manmade Staple Fibre,Kgs,Russia,56100,0.029789,Fabric Materials,14,1671.1629,2020
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Russia,2,0.000356,Fabric Materials,14,0.000712,2018
O5,Motor Vehicle/Cars,Nos,Russia,148397742,95.212556,Machinery and parts,10,14129328320,2016
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Russia,377986,247.989467,Fabric Materials,14,93736546.67,2012
I3,Organic Chemicals,Kgs,Russia,775,1.398946,Chemicals,7,1084.18315,2020
M2,Oth Non Ferous Metal And Prodc,Kgs,Russia,1,0.027447,Metals,2,0.027447,2020
I4,Other Miscellaenious Chemicals,Kgs,Russia,65,0.113628,Chemicals,7,7.38582,2019
L2,Other Plastic Items,Na,Russia,414415,213.80316,Plastic Products,8,88603236.55,2017
G8,Other Precious And Base Metals,Na,Russia,7167,70.097018,Metals,2,502385.328,2013
I9,Othr Rubber Prodct Excpt Footw,Na,Russia,31,0.033939,Rubber Products,5,1.052109,2013
S6,Petroleum Products,Ton,Russia,46746622,42.02189,Petroleum Products,13,1964381408,2019
K9,"Plastc Sht, Film, Plts Etc",Kgs,Russia,1314940,8.874869,Plastic Products,8,11669920.24,2017
B8,Plastic Glass,Ton,Russia,4762,0.963517,Plastic Products,8,4588.267954,2012
K8,Plastic Raw Materials,Ton,Russia,208291446,115.869487,Plastic Products,8,24134622995,2015
L4,Products Of Iron And Steel,Na,Russia,480,0.02738,Metals,2,13.1424,2015
O3,Pumps Of All Types,Na,Russia,680,0.312466,Machinery and parts,10,212.47688,2015
O6,"Railwy Trnsprt Equipmnts, Prts",Na,Russia,24,0.309386,Machinery and parts,10,7.425264,2013
Q7,Rmg Silk,Na,Russia,1887111,3.972958,Fabric Materials,14,7497412.744,2019
Q9,Rmg Wool,Na,Russia,603601,235.549275,Fabric Materials,14,142177777.9,2016
G7,Silver,Kgs,Russia,512778,300.800179,Metals,2,154243714.2,2014
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Russia,326403,0.622587,Fabric Materials,14,203214.2646,2019
M1,Zinc And Products Made Of Zinc,Ton,Russia,55909,71.410053,Metals,2,3992464.653,2020
M5,Accumulators And Batteries,Na,New Zealand,1,0.882403,Accumulators and Batteries,10,0.882403,2020
H9,Agro Chemicals,Kgs,New Zealand,1330,0.008913,Fertilizers,3,11.85429,2015
O4,"Aircraft, Spacecraft And Parts",Na,New Zealand,3,0.009489,Machinery and Parts,10,0.028467,2013
L5,"Aluminium, Products Of Aluminm",Ton,New Zealand,155,0.321766,Metals,2,49.87373,2019
N7,"Atm, Injctng Mlding Mchnry Etc",Na,New Zealand,1,19.119019,Machinery and Parts,10,19.119019,2017
M3,Auto Components/Parts,Na,New Zealand,42285,1.208909,Machinery and Parts,10,51118.71707,2014
I8,Auto Tyres And Tubes,Nos,New Zealand,10,0.048325,Rubber Products,5,0.48325,2013
H4,Ayush And Herbal Products,Kgs,New Zealand,150,0.001542,Cosmetics,6,0.2313,2020
N2,Bicycle And Parts,Na,New Zealand,57,0.002431,Machinery and Parts,10,0.138567,2014
H5,"Bulk Drugs, Drug Intermediates",Kgs,New Zealand,2,0.072783,Chemicals,7,0.145566,2015
S2,Carpet(Excl. Silk) Handmade,Sqm,New Zealand,409426,0.012344,Handicrafts,12,5053.954544,2014
O9,"Computer Hardware, Peripherals",Na,New Zealand,47881,0.243822,Machinery and Parts,10,11674.44118,2012
P1,Consumer Electronics,Na,New Zealand,2947,0.214529,Electronic Components,11,632.216963,2017
L6,Copper And Prdcts Made Of Copr,Ton,New Zealand,1276,0.005284,Metals,2,6.742384,2018
I5,Cosmetics And Toiletries,Na,New Zealand,676,65.835187,Cosmetics,6,44504.58641,2017
P8,"Cotton Fabrics, Madeups Etc.",Na,New Zealand,3789,0.065795,Fabric Materials,14,249.297255,2020
P7,Cotton Yarn,Ton,New Zealand,26,0.020048,Fabric Materials,14,0.521248,2018
N3,"Cranes, Lifts And Winches",Na,New Zealand,777,0.086484,Machinery and parts,10,67.198068,2013
H8,"Drug Formulations, Biologicals",Kgs,New Zealand,1108343,0.555865,Chemicals,7,616089.0817,2020
H6,Dye Intermediates,Kgs,New Zealand,600,0.177127,Dyes,7,106.2762,2018
H7,Dyes,Kgs,New Zealand,277995,0.081836,Dyes,7,22749.99882,2018
N4,Refrigerator,Na,New Zealand,277995,0.157799,Electronic Components,11,43867.33301,2018
M4,Electrodes,Kgs,New Zealand,32601,5.343136,Accumulators and Batteries,9,174191.5767,2016
P2,Microwave ,Na,New Zealand,9492,1.562569,Electronic Components,11,14831.90495,2018
P3,Washing Machine,Na,New Zealand,5531,0.18434,Electronic Components,11,1019.58454,2018
I6,Plastic bags,Kgs,New Zealand,7823,0.807705,Plastic Materials,8,6318.676215,2017
H3,Fertilizers Manufactured,Ton,New Zealand,8,2.060479,Fertilizers,3,16.483832,2012
F8,Finished Leather,Kgs,New Zealand,32681,3.832373,Leather Products,1,125245.782,2017
R8,Floor Cvrng Of Jute,Sqm,New Zealand,53092,9.053744,Handicrafts,12,480681.3764,2019
G2,Footwear Of Leather,Na,New Zealand,66,0.336437,Leather Products,1,22.204842,2017
J1,Footwear Of Rubber/Canvas Etc.,Na,New Zealand,337,0.001913,Rubber Products,5,0.644681,2012
G9,Gold And Oth Precs Metl Jwlery,Na,New Zealand,1038,29.448929,Metals,2,30567.9883,2018
S1,Handcrfs(Excl.Handmade Crpts),Na,New Zealand,4747,4.204243,Handicrafts,12,19957.54152,2019
K5,"Human Hair, Products Thereo",Kgs,New Zealand,10,0.002373,Cosmetics,6,0.02373,2014
N5,Ic Engines And Parts,Na,New Zealand,71,0.372083,Machinery and parts,10,26.417893,2012
I2,Inorganic Chemicals,Kgs,New Zealand,2157874,0.247985,Chemicals,7,535120.3839,2018
L3,Iron And Steel,Ton,New Zealand,2656,0.000531,Metals,2,1.410336,2018
G3,Leather Footwear Component,Kgs,New Zealand,1,0.120873,Leather Products,1,0.120873,2019
G1,Leather Garments,Kgs,New Zealand,7095,2.221059,Leather Products,1,15758.41361,2016
F9,Leather Goods,Na,New Zealand,670127,0.804128,Leather Products,1,538867.8843,2015
P6,Manmade Staple Fibre,Kgs,New Zealand,2598,20.576135,Fabric Materials,14,53456.79873,2012
Q3,"Manmade Yarn,Fabrics,Madeups",Na,New Zealand,4669,0.540196,Fabric Materials,14,2522.175124,2019
O5,Motor Vehicle/Cars,Nos,New Zealand,1459,0.000059,Machinery and parts,10,0.086081,2013
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,New Zealand,666,0.000106,Fabric Materials,14,0.070596,2013
I3,Organic Chemicals,Kgs,New Zealand,532324,0.907847,Chemicals,7,483268.7464,2013
M2,Oth Non Ferous Metal And Prodc,Kgs,New Zealand,254564,0.127642,Metals,2,32493.05809,2012
I4,Other Miscellaenious Chemicals,Kgs,New Zealand,613333,0.057916,Chemicals,7,35521.79403,2014
L2,Other Plastic Items,Na,New Zealand,35334,3.860359,Plastic Products,8,136401.9249,2020
I9,Othr Rubber Prodct Excpt Footw,Na,New Zealand,23836,0.189163,Rubber Products,5,4508.889268,2015
K7,Packaging Materials,Ton,New Zealand,603,0.227731,Plastic Products,8,137.321793,2018
S6,Petroleum Products,Ton,New Zealand,2418,23.663502,Petroleum Products,13,57218.34784,2015
K9,"Plastc Sht, Film, Plts Etc",Kgs,New Zealand,1198831,1.131108,Plastic Products,8,1356007.335,2012
K8,Plastic Raw Materials,Ton,New Zealand,581,0.00472,Plastic Products,8,2.74232,2016
L4,Products Of Iron And Steel,Na,New Zealand,1720,0.014515,Metals,2,24.9658,2014
O3,Pumps Of All Types,Na,New Zealand,1441,6.560145,Machinery and parts,10,9453.168945,2015
O6,"Railwy Trnsprt Equipmnts, Prts",Na,New Zealand,1840,0.006516,Machinery and parts,10,11.98944,2013
F5,Rechargable Batteries,Kgs,New Zealand,127,0.451728,Accumulators and Batteries,9,57.369456,2020
Q7,Rmg Silk,Na,New Zealand,6998,0.119997,Fabric Materials,14,839.739006,2018
Q9,Rmg Wool,Na,New Zealand,2266,0.015591,Fabric Materials,14,35.329206,2017
G7,Silver,Kgs,New Zealand,44,201.982912,Metals,2,8887.248128,2018
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,New Zealand,134,0.736042,Fabric Materials,14,98.629628,2017
Q4,Wool,Kgs,New Zealand,800,0.092731,Fabric Materials,14,74.1848,2016
M1,Zinc And Products Made Of Zinc,Ton,New Zealand,400,0.12937,Metals,2,51.748,2019
N1,"Aircraft, Spacecraft And Parts",Na,Nepal,1272,0.008042,Machinery and Parts,10,10.229424,2013
M5,Accumulators And Batteries,Na,Nepal,18,0.007187,Accumulators and Batteries,10,0.129366,2013
H9,Agro Chemicals,Kgs,Nepal,12,0.036031,Fertilizers,3,0.432372,2014
O4,"Aircraft, Spacecraft And Parts",Na,Nepal,3290,3.020014,Machinery and Parts,10,9935.84606,2012
L5,"Aluminium, Products Of Aluminm",Ton,Nepal,22,2.81925,Metals,2,62.0235,2013
N7,"Atm, Injctng Mlding Mchnry Etc",Na,Nepal,1000,0.005728,Machinery and Parts,10,5.728,2015
M3,Auto Components/Parts,Na,Nepal,446,0.002011,Machinery and Parts,10,0.896906,2012
I8,Auto Tyres And Tubes,Nos,Nepal,2046412,8.337093,Rubber Products,5,17061127.16,2020
H4,Ayush And Herbal Products,Kgs,Nepal,2369198,0.107692,Cosmetics,6,255143.671,2015
N2,Bicycle And Parts,Na,Nepal,777,0.126642,Machinery and Parts,10,98.400834,2017
H5,"Bulk Drugs, Drug Intermediates",Kgs,Nepal,8831231,0.059039,Chemicals,7,521387.047,2017
S2,Carpet(Excl. Silk) Handmade,Sqm,Nepal,19803,0.30411,Handicrafts,12,6022.29033,2014
O9,"Computer Hardware, Peripherals",Na,Nepal,44925,0.010181,Machinery and Parts,10,457.381425,2016
P1,Consumer Electronics,Na,Nepal,3205,6.916037,Electronic Components,11,22165.89859,2012
L6,Copper And Prdcts Made Of Copr,Ton,Nepal,5585,0.017741,Metals,2,99.083485,2017
I5,Cosmetics And Toiletries,Na,Nepal,895,0.054344,Cosmetics,6,48.63788,2017
P8,"Cotton Fabrics, Madeups Etc.",Na,Nepal,12367,9.313764,Fabric Materials,14,115183.3194,2015
S4,Cotton Raw Incld. Waste,Ton,Nepal,788,7.853059,Fabric Materials,14,6188.210492,2019
P7,Cotton Yarn,Ton,Nepal,4286,0.051925,Fabric Materials,14,222.55055,2014
N3,"Cranes, Lifts And Winches",Na,Nepal,5555,0.801244,Machinery and parts,10,4450.91042,2014
H8,"Drug Formulations, Biologicals",Kgs,Nepal,8922621,1.379555,Chemicals,7,12309246.41,2019
H6,Dye Intermediates,Kgs,Nepal,2103075,0.000092,Dyes,7,193.4829,2020
H7,Dyes,Kgs,Nepal,1767339,0.224691,Dyes,7,397105.1672,2013
N4,Refrigerator,Na,Nepal,999,0.020718,Electronic Components,11,20.697282,2014
M4,Electrodes,Kgs,Nepal,491047,0.091091,Accumulators and Batteries,9,44729.96228,2012
P2,Microwave ,Na,Nepal,2609,0.338962,Electronic Components,11,884.351858,2016
P3,Washing Machine,Na,Nepal,12816,1.065519,Electronic Components,11,13655.6915,2013
I6,Plastic bags,Kgs,Nepal,299597,23.378158,Plastic Materials,8,7004026.002,2015
H2,Fertilizers Crude,Ton,Nepal,5540,0.324737,Fertilizers,3,1799.04298,2018
H3,Fertilizers Manufactured,Ton,Nepal,6689,0.00214,Fertilizers,3,14.31446,2018
F8,Finished Leather,Kgs,Nepal,17016,0.646026,Leather Products,1,10992.77842,2013
J1,Footwear Of Rubber/Canvas Etc.,Na,Nepal,77,0.011766,Rubber Products,5,0.905982,2016
S1,Handcrfs(Excl.Handmade Crpts),Na,Nepal,3731,0.590021,Handicrafts,12,2201.368351,2012
K5,"Human Hair, Products Thereo",Kgs,Nepal,195,0.310646,Cosmetics,6,60.57597,2012
N5,Ic Engines And Parts,Na,Nepal,270,0.075978,Machinery and parts,10,20.51406,2017
I2,Inorganic Chemicals,Kgs,Nepal,101562458,0.34255,Chemicals,7,34790219.99,2012
L3,Iron And Steel,Ton,Nepal,1659459,0.012071,Metals,2,20031.32959,2013
E8,Iron Ore,Ton,Nepal,36843,0.398693,Metals,2,14689.0462,2020
R6,Jute Yarn,Ton,Nepal,20,36.14746,Fabric Materials,14,722.9492,2014
R5,"Jute, Raw",Ton,Nepal,16409,4.783002,Fabric Materials,14,78484.27982,2015
L7,Lead And Products Made Of Led,Ton,Nepal,669,0.823954,Metals,2,551.225226,2017
G3,Leather Footwear Component,Kgs,Nepal,64933,0.009253,Leather Products,1,600.825049,2020
G1,Leather Garments,Kgs,Nepal,112,26.613389,Leather Products,1,2980.699568,2013
P6,Manmade Staple Fibre,Kgs,Nepal,26790666,0.03656,Fabric Materials,14,979466.749,2013
Q3,"Manmade Yarn,Fabrics,Madeups",Na,Nepal,1258,0.24494,Fabric Materials,14,308.13452,2017
O5,Motor Vehicle/Cars,Nos,Nepal,42955,108.303147,Machinery and parts,10,4652161.679,2013
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,Nepal,568,1.317903,Fabric Materials,14,748.568904,2019
E5,Natural Rubber,Ton,Nepal,367,32.611254,Rubber Products,5,11968.33022,2012
I3,Organic Chemicals,Kgs,Nepal,365633864,0.003011,Chemicals,7,1100923.565,2018
M2,Oth Non Ferous Metal And Prodc,Kgs,Nepal,4719158,12.80712,Metals,2,60438822.8,2013
I4,Other Miscellaenious Chemicals,Kgs,Nepal,473980,0.000764,Chemicals,7,362.12072,2019
L2,Other Plastic Items,Na,Nepal,43241,0.12481,Plastic Products,8,5396.90921,2014
I9,Othr Rubber Prodct Excpt Footw,Na,Nepal,32798,0.155789,Rubber Products,5,5109.567622,2019
K7,Packaging Materials,Ton,Nepal,5942,18.627891,Plastic Products,8,110686.9283,2013
S6,Petroleum Products,Ton,Nepal,1749716,0.343338,Petroleum Products,13,600743.992,2018
K9,"Plastc Sht, Film, Plts Etc",Kgs,Nepal,14757998,5.575012,Plastic Products,8,82276015.95,2012
K8,Plastic Raw Materials,Ton,Nepal,1718113,0.03246,Plastic Products,8,55769.94798,2012
L4,Products Of Iron And Steel,Na,Nepal,3228,0.492805,Metals,2,1590.77454,2019
O3,Pumps Of All Types,Na,Nepal,2318,1.905667,Machinery and parts,10,4417.336106,2017
O6,"Railwy Trnsprt Equipmnts, Prts",Na,Nepal,930,0.238746,Machinery and parts,10,222.03378,2019
Q7,Rmg Silk,Na,Nepal,9637,8.331198,Fabric Materials,14,80287.75513,2012
Q9,Rmg Wool,Na,Nepal,1140,18.434397,Fabric Materials,14,21015.21258,2018
R4,Silk Waste,Kgs,Nepal,4018,5.709395,Fabric Materials,14,22940.34911,2015
Q1,"Silk,Raw",Kgs,Nepal,5514,0.008898,Fabric Materials,14,49.063572,2016
G7,Silver,Kgs,Nepal,0,0.014296,Metals,2,0,2019
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,Nepal,159,1.804438,Fabric Materials,14,286.905642,2015
Q4,"Wool, Raw",Kgs,Nepal,51523,0.164213,Fabric Materials,14,8460.746399,2014
M1,Zinc And Products Made Of Zinc,Ton,Nepal,6411,0.196405,Metals,2,1259.152455,2014
L5,"Aluminium, Products Of Aluminm",Ton,Myanmar,10,0.021285,Metals,2,0.21285,2018
N7,"Atm, Injctng Mlding Mchnry Etc",Na,Myanmar,7,50.764507,Machinery and Parts,10,355.351549,2014
